,,
periodname,organisationunitname,Outpatient Morbidity-Communicable-Water/Food Borne-Typhoid (Enteric Fever) Cases
Poush 2074,201 SAPTARI,222
Poush 2074,313 CHITWAN,396
Poush 2074,207 BARA,312
Poush 2074,103 SOLUKHUMBU,52
Poush 2074,510 DANG,500
Poush 2074,202 SIRAHA,472
Poush 2074,302 SINDHUPALCHOK,222
Poush 2074,105 KHOTANG,178
Poush 2074,Nepal,"22,015"
Poush 2074,6 Karnali Province,"2,179"
Poush 2074,509 KAPILBASTU,377
Poush 2074,702 BAJHANG,257
Poush 2074,305 NUWAKOT,282
Poush 2074,110 ILAM,155
Poush 2074,606 DAILEKH,630
Poush 2074,301 DOLAKHA,302
Poush 2074,307 BHAKTAPUR,169
Poush 2074,204 MAHOTTARI,718
Poush 2074,111 JHAPA,"1,185"
Poush 2074,410 PARBAT,164
Poush 2074,107 DHANKUTA,119
Poush 2074,306 KATHMANDU,"1,397"
Poush 2074,208 PARSA,181
Poush 2074,311 SINDHULI,676
Poush 2074,506 PALPA,232
Poush 2074,112 MORANG,"1,532"
Poush 2074,308 LALITPUR,227
Poush 2074,603 HUMLA,238
Poush 2074,101 TAPLEJUNG,98
Poush 2075,511 BANKE,527
Poush 2075,509 KAPILBASTU,554
Poush 2075,310 RAMECHHAP,190
Poush 2075,506 PALPA,279
Poush 2075,609 SALYAN,297
Poush 2075,Nepal,"26,476"
Poush 2075,105 KHOTANG,116
Poush 2075,302 SINDHUPALCHOK,251
Poush 2075,405 KASKI,"1,333"
Poush 2075,501 RUKUM EAST,76
Poush 2075,707 ACHHAM,94
Poush 2075,114 UDAYAPUR,354
Poush 2075,705 DADELDHURA,58
Poush 2075,502 ROLPA,383
Poush 2075,606 DAILEKH,293
Poush 2075,709 KANCHANPUR,268
Poush 2075,603 HUMLA,282
Poush 2075,104 OKHALDHUNGA,175
Poush 2075,312 MAKWANPUR,190
Poush 2075,403 MUSTANG,1
Poush 2075,3 Bagmati Province,"5,997"
Poush 2075,208 PARSA,248
Poush 2075,703 DARCHULA,53
Poush 2075,610 SURKHET,622
Poush 2075,206 RAUTAHAT ,892
Poush 2075,308 LALITPUR,825
Poush 2075,107 DHANKUTA,95
Poush 2075,410 PARBAT,135
Poush 2075,306 KATHMANDU,"1,620"
Poush 2075,304 DHADING,337
Poush 2075,407 TANAHU,255
Poush 2075,2 Madhesh Province,"5,952"
Poush 2075,411 BAGLUNG,445
Poush 2075,503 PYUTHAN,310
Poush 2075,113 SUNSARI,154
Poush 2075,111 JHAPA,957
Poush 2075,512 BARDIYA,294
Poush 2075,103 SOLUKHUMBU,51
Poush 2075,309 KAVREPALANCHOK,501
Poush 2075,701 BAJURA,152
Poush 2075,601 DOLPA,33
Poush 2075,605 KALIKOT,57
Poush 2075,207 BARA,386
Poush 2075,706 DOTI,132
Poush 2075,201 SAPTARI,368
Poush 2075,4 Gandaki Province,"2,838"
Poush 2075,102 SANKHUWASABHA,112
Poush 2075,704 BAITADI,91
Poush 2075,604 JUMLA,50
Poush 2075,7 Sudurpashchim Province,"1,725"
Poush 2075,404 MYAGDI,41
Poush 2075,608 RUKUM WEST,424
Poush 2075,110 ILAM,90
Poush 2075,508 RUPANDEHI,500
Poush 2075,6 Karnali Province,"2,463"
Poush 2075,205 SARLAHI,986
Poush 2075,401 GORKHA,145
Poush 2075,203 DHANUSA,941
Poush 2075,108 TERHATHUM,80
Poush 2075,507 NAWALPARASI WEST,235
Poush 2075,307 BHAKTAPUR,312
Poush 2075,204 MAHOTTARI,"1,394"
Poush 2075,406 LAMJUNG,208
Poush 2075,301 DOLAKHA,269
Poush 2075,202 SIRAHA,737
Poush 2075,101 TAPLEJUNG,102
Poush 2075,109 PANCHTHAR,56
Poush 2075,409 SYANGJA,140
Poush 2075,112 MORANG,911
Poush 2075,708 KAILALI,673
Poush 2075,607 JAJARKOT,349
Poush 2075,602 MUGU,56
Poush 2075,505 ARGHAKHANCHI,125
Poush 2075,313 CHITWAN,291
Poush 2075,106 BHOJPUR,92
Poush 2075,5 Lumbini Province,"4,156"
Poush 2075,311 SINDHULI,904
Poush 2075,303 RASUWA,42
Poush 2075,305 NUWAKOT,265
Poush 2075,1 Koshi Province,"3,345"
Poush 2075,510 DANG,541
Poush 2075,504 GULMI,332
Poush 2075,702 BAJHANG,204
Poush 2075,408 NAWALPARASI EAST,135
Poush 2076,503 PYUTHAN,329
Poush 2076,313 CHITWAN,596
Poush 2076,507 NAWALPARASI WEST,83
Poush 2076,113 SUNSARI,189
Poush 2076,203 DHANUSA,571
Poush 2076,205 SARLAHI,925
Poush 2076,201 SAPTARI,261
Poush 2076,601 DOLPA,36
Poush 2076,702 BAJHANG,183
Poush 2076,106 BHOJPUR,86
Poush 2076,504 GULMI,216
Poush 2076,4 Gandaki Province,"2,758"
Poush 2076,408 NAWALPARASI EAST,164
Poush 2076,401 GORKHA,148
Poush 2076,108 TERHATHUM,76
Poush 2076,701 BAJURA,100
Poush 2076,511 BANKE,316
Poush 2076,502 ROLPA,289
Poush 2076,405 KASKI,"1,589"
Poush 2076,508 RUPANDEHI,558
Poush 2076,703 DARCHULA,244
Poush 2076,206 RAUTAHAT ,632
Poush 2076,304 DHADING,212
Poush 2076,609 SALYAN,313
Poush 2076,303 RASUWA,19
Poush 2076,310 RAMECHHAP,111
Poush 2076,409 SYANGJA,131
Poush 2076,104 OKHALDHUNGA,126
Poush 2076,607 JAJARKOT,130
Poush 2076,708 KAILALI,450
Poush 2076,505 ARGHAKHANCHI,196
Poush 2076,109 PANCHTHAR,29
Poush 2076,407 TANAHU,130
Poush 2076,706 DOTI,167
Poush 2076,411 BAGLUNG,350
Poush 2076,610 SURKHET,592
Poush 2076,5 Lumbini Province,"3,334"
Poush 2076,602 MUGU,39
Poush 2076,512 BARDIYA,262
Poush 2076,707 ACHHAM,78
Poush 2076,312 MAKWANPUR,79
Poush 2076,1 Koshi Province,"5,246"
Poush 2076,704 BAITADI,41
Poush 2076,604 JUMLA,65
Poush 2076,102 SANKHUWASABHA,159
Poush 2076,2 Madhesh Province,"4,277"
Poush 2076,404 MYAGDI,20
Poush 2076,305 NUWAKOT,201
Poush 2076,309 KAVREPALANCHOK,293
Poush 2076,605 KALIKOT,67
Poush 2076,510 DANG,422
Poush 2076,608 RUKUM WEST,417
Poush 2076,7 Sudurpashchim Province,"1,751"
Poush 2076,207 BARA,350
Poush 2076,105 KHOTANG,102
Poush 2076,101 TAPLEJUNG,116
Poush 2076,202 SIRAHA,659
Poush 2076,Nepal,"23,569"
Poush 2076,204 MAHOTTARI,595
Poush 2076,6 Karnali Province,"1,965"
Poush 2076,302 SINDHUPALCHOK,141
Poush 2076,110 ILAM,258
Poush 2076,606 DAILEKH,269
Poush 2076,307 BHAKTAPUR,211
Poush 2076,301 DOLAKHA,355
Poush 2076,103 SOLUKHUMBU,47
Poush 2076,402 MANANG,2
Poush 2076,509 KAPILBASTU,268
Poush 2076,501 RUKUM EAST,66
Poush 2076,308 LALITPUR,513
Poush 2076,311 SINDHULI,350
Poush 2076,709 KANCHANPUR,470
Poush 2076,111 JHAPA,"2,238"
Poush 2076,705 DADELDHURA,18
Poush 2076,208 PARSA,284
Poush 2076,114 UDAYAPUR,461
Poush 2076,107 DHANKUTA,90
Poush 2076,406 LAMJUNG,141
Poush 2076,3 Bagmati Province,"4,238"
Poush 2076,306 KATHMANDU,"1,157"
Poush 2076,506 PALPA,329
Poush 2076,603 HUMLA,37
Poush 2076,112 MORANG,"1,269"
Poush 2076,410 PARBAT,83
Poush 2077,507 NAWALPARASI WEST,117
Poush 2077,708 KAILALI,452
Poush 2077,203 DHANUSA,588
Poush 2077,504 GULMI,287
Poush 2077,503 PYUTHAN,255
Poush 2077,406 LAMJUNG,137
Poush 2077,505 ARGHAKHANCHI,182
Poush 2077,204 MAHOTTARI,637
Poush 2077,6 Karnali Province,"2,300"
Poush 2077,202 SIRAHA,729
Poush 2077,112 MORANG,895
Poush 2077,109 PANCHTHAR,86
Poush 2077,306 KATHMANDU,920
Poush 2077,110 ILAM,73
Poush 2077,108 TERHATHUM,50
Poush 2077,601 DOLPA,90
Poush 2077,309 KAVREPALANCHOK,166
Poush 2077,102 SANKHUWASABHA,92
Poush 2077,301 DOLAKHA,71
Poush 2077,111 JHAPA,714
Poush 2077,103 SOLUKHUMBU,24
Poush 2077,104 OKHALDHUNGA,51
Poush 2077,409 SYANGJA,151
Poush 2077,607 JAJARKOT,331
Poush 2077,2 Madhesh Province,"4,223"
Poush 2077,608 RUKUM WEST,596
Poush 2077,304 DHADING,176
Poush 2077,207 BARA,396
Poush 2077,704 BAITADI,93
Poush 2077,206 RAUTAHAT ,522
Poush 2077,706 DOTI,205
Poush 2077,4 Gandaki Province,"1,846"
Poush 2077,508 RUPANDEHI,581
Poush 2077,512 BARDIYA,178
Poush 2077,7 Sudurpashchim Province,"1,573"
Poush 2077,201 SAPTARI,206
Poush 2077,113 SUNSARI,144
Poush 2077,701 BAJURA,118
Poush 2077,707 ACHHAM,56
Poush 2077,312 MAKWANPUR,56
Poush 2077,114 UDAYAPUR,219
Poush 2077,605 KALIKOT,70
Poush 2077,709 KANCHANPUR,208
Poush 2077,208 PARSA,323
Poush 2077,404 MYAGDI,9
Poush 2077,604 JUMLA,42
Poush 2077,609 SALYAN,344
Poush 2077,310 RAMECHHAP,59
Poush 2077,410 PARBAT,63
Poush 2077,411 BAGLUNG,351
Poush 2077,703 DARCHULA,79
Poush 2077,603 HUMLA,41
Poush 2077,610 SURKHET,496
Poush 2077,509 KAPILBASTU,339
Poush 2077,Nepal,"18,518"
Poush 2077,606 DAILEKH,250
Poush 2077,407 TANAHU,179
Poush 2077,511 BANKE,260
Poush 2077,501 RUKUM EAST,61
Poush 2077,1 Koshi Province,"2,621"
Poush 2077,502 ROLPA,271
Poush 2077,705 DADELDHURA,67
Poush 2077,506 PALPA,94
Poush 2077,3 Bagmati Province,"3,063"
Poush 2077,5 Lumbini Province,"2,892"
Poush 2077,305 NUWAKOT,309
Poush 2077,702 BAJHANG,295
Poush 2077,303 RASUWA,27
Poush 2077,308 LALITPUR,397
Poush 2077,405 KASKI,709
Poush 2077,107 DHANKUTA,25
Poush 2077,311 SINDHULI,359
Poush 2077,401 GORKHA,138
Poush 2077,302 SINDHUPALCHOK,203
Poush 2077,408 NAWALPARASI EAST,108
Poush 2077,101 TAPLEJUNG,90
Poush 2077,105 KHOTANG,95
Poush 2077,313 CHITWAN,258
Poush 2077,402 MANANG,1
Poush 2077,205 SARLAHI,822
Poush 2077,307 BHAKTAPUR,62
Poush 2077,602 MUGU,40
Poush 2077,510 DANG,267
Poush 2077,106 BHOJPUR,63
Poush 2078,102 SANKHUWASABHA,117
Poush 2078,111 JHAPA,833
Poush 2078,309 KAVREPALANCHOK,259
Poush 2078,305 NUWAKOT,145
Poush 2078,2 Madhesh Province,"5,026"
Poush 2078,7 Sudurpashchim Province,"1,667"
Poush 2078,608 RUKUM WEST,631
Poush 2078,409 SYANGJA,139
Poush 2078,607 JAJARKOT,330
Poush 2078,304 DHADING,187
Poush 2078,704 BAITADI,43
Poush 2078,6 Karnali Province,"2,437"
Poush 2078,204 MAHOTTARI,521
Poush 2078,202 SIRAHA,856
Poush 2078,101 TAPLEJUNG,77
Poush 2078,401 GORKHA,539
Poush 2078,1 Koshi Province,"3,333"
Poush 2078,407 TANAHU,155
Poush 2078,110 ILAM,65
Poush 2078,301 DOLAKHA,368
Poush 2078,108 TERHATHUM,86
Poush 2078,5 Lumbini Province,"3,382"
Poush 2078,3 Bagmati Province,"4,747"
Poush 2078,709 KANCHANPUR,311
Poush 2078,404 MYAGDI,13
Poush 2078,203 DHANUSA,573
Poush 2078,703 DARCHULA,63
Poush 2078,707 ACHHAM,48
Poush 2078,114 UDAYAPUR,480
Poush 2078,604 JUMLA,35
Poush 2078,708 KAILALI,401
Poush 2078,503 PYUTHAN,166
Poush 2078,411 BAGLUNG,425
Poush 2078,609 SALYAN,327
Poush 2078,310 RAMECHHAP,72
Poush 2078,610 SURKHET,585
Poush 2078,207 BARA,474
Poush 2078,4 Gandaki Province,"3,056"
Poush 2078,508 RUPANDEHI,521
Poush 2078,706 DOTI,276
Poush 2078,701 BAJURA,166
Poush 2078,512 BARDIYA,313
Poush 2078,201 SAPTARI,245
Poush 2078,605 KALIKOT,48
Poush 2078,601 DOLPA,42
Poush 2078,702 BAJHANG,280
Poush 2078,113 SUNSARI,213
Poush 2078,303 RASUWA,18
Poush 2078,206 RAUTAHAT ,479
Poush 2078,308 LALITPUR,"1,138"
Poush 2078,405 KASKI,"1,200"
Poush 2078,302 SINDHUPALCHOK,116
Poush 2078,103 SOLUKHUMBU,99
Poush 2078,311 SINDHULI,527
Poush 2078,107 DHANKUTA,42
Poush 2078,112 MORANG,"1,072"
Poush 2078,509 KAPILBASTU,372
Poush 2078,Nepal,"23,648"
Poush 2078,511 BANKE,591
Poush 2078,505 ARGHAKHANCHI,195
Poush 2078,606 DAILEKH,345
Poush 2078,109 PANCHTHAR,65
Poush 2078,501 RUKUM EAST,73
Poush 2078,502 ROLPA,263
Poush 2078,506 PALPA,122
Poush 2078,104 OKHALDHUNGA,47
Poush 2078,705 DADELDHURA,79
Poush 2078,306 KATHMANDU,"1,269"
Poush 2078,312 MAKWANPUR,146
Poush 2078,507 NAWALPARASI WEST,110
Poush 2078,208 PARSA,694
Poush 2078,205 SARLAHI,"1,184"
Poush 2078,410 PARBAT,108
Poush 2078,603 HUMLA,70
Poush 2078,406 LAMJUNG,206
Poush 2078,313 CHITWAN,393
Poush 2078,105 KHOTANG,93
Poush 2078,408 NAWALPARASI EAST,271
Poush 2078,504 GULMI,303
Poush 2078,307 BHAKTAPUR,109
Poush 2078,602 MUGU,24
Poush 2078,106 BHOJPUR,44
Poush 2078,510 DANG,353
Poush 2079,107 DHANKUTA,19
Poush 2079,201 SAPTARI,251
Poush 2079,311 SINDHULI,207
Poush 2079,308 LALITPUR,144
Poush 2079,505 ARGHAKHANCHI,29
Poush 2079,601 DOLPA,21
Poush 2079,303 RASUWA,6
Poush 2079,702 BAJHANG,241
Poush 2079,306 KATHMANDU,610
Poush 2079,113 SUNSARI,184
Poush 2079,106 BHOJPUR,28
Poush 2079,701 BAJURA,120
Poush 2079,403 MUSTANG,1
Poush 2079,302 SINDHUPALCHOK,71
Poush 2079,503 PYUTHAN,104
Poush 2079,104 OKHALDHUNGA,69
Poush 2079,112 MORANG,657
Poush 2079,109 PANCHTHAR,43
Poush 2079,708 KAILALI,308
Poush 2079,105 KHOTANG,68
Poush 2079,206 RAUTAHAT ,541
Poush 2079,406 LAMJUNG,47
Poush 2079,310 RAMECHHAP,90
Poush 2079,609 SALYAN,228
Poush 2079,205 SARLAHI,711
Poush 2079,507 NAWALPARASI WEST,99
Poush 2079,511 BANKE,439
Poush 2079,108 TERHATHUM,58
Poush 2079,1 Koshi Province,"2,553"
Poush 2079,408 NAWALPARASI EAST,130
Poush 2079,401 GORKHA,103
Poush 2079,502 ROLPA,193
Poush 2079,504 GULMI,157
Poush 2079,405 KASKI,651
Poush 2079,313 CHITWAN,347
Poush 2079,7 Sudurpashchim Province,"1,385"
Poush 2079,409 SYANGJA,148
Poush 2079,304 DHADING,82
Poush 2079,2 Madhesh Province,"3,883"
Poush 2079,608 RUKUM WEST,300
Poush 2079,102 SANKHUWASABHA,74
Poush 2079,309 KAVREPALANCHOK,170
Poush 2079,305 NUWAKOT,59
Poush 2079,301 DOLAKHA,83
Poush 2079,111 JHAPA,952
Poush 2079,602 MUGU,31
Poush 2079,510 DANG,214
Poush 2079,5 Lumbini Province,"2,350"
Poush 2079,512 BARDIYA,174
Poush 2079,607 JAJARKOT,201
Poush 2079,202 SIRAHA,579
Poush 2079,307 BHAKTAPUR,113
Poush 2079,312 MAKWANPUR,81
Poush 2079,603 HUMLA,55
Poush 2079,703 DARCHULA,40
Poush 2079,101 TAPLEJUNG,50
Poush 2079,610 SURKHET,391
Poush 2079,705 DADELDHURA,67
Poush 2079,506 PALPA,157
Poush 2079,606 DAILEKH,101
Poush 2079,203 DHANUSA,473
Poush 2079,604 JUMLA,44
Poush 2079,410 PARBAT,60
Poush 2079,501 RUKUM EAST,89
Poush 2079,508 RUPANDEHI,453
Poush 2079,605 KALIKOT,56
Poush 2079,709 KANCHANPUR,198
Poush 2079,208 PARSA,345
Poush 2079,6 Karnali Province,"1,428"
Poush 2079,114 UDAYAPUR,278
Poush 2079,707 ACHHAM,42
Poush 2079,3 Bagmati Province,"2,063"
Poush 2079,110 ILAM,38
Poush 2079,411 BAGLUNG,213
Poush 2079,204 MAHOTTARI,471
Poush 2079,407 TANAHU,159
Poush 2079,706 DOTI,313
Poush 2079,4 Gandaki Province,"1,532"
Poush 2079,509 KAPILBASTU,242
Poush 2079,103 SOLUKHUMBU,35
Poush 2079,404 MYAGDI,20
Poush 2079,Nepal,"15,194"
Poush 2079,704 BAITADI,56
Poush 2079,207 BARA,512
Poush 2080,7 Sudurpashchim Province,"1,187"
Poush 2080,2 Madhesh Province,"4,318"
Poush 2080,5 Lumbini Province,"2,344"
Poush 2080,1 Koshi Province,"2,336"
Poush 2080,407 TANAHU,164
Poush 2080,512 BARDIYA,238
Poush 2080,602 MUGU,71
Poush 2080,309 KAVREPALANCHOK,128
Poush 2080,111 JHAPA,749
Poush 2080,305 NUWAKOT,57
Poush 2080,603 HUMLA,27
Poush 2080,301 DOLAKHA,60
Poush 2080,208 PARSA,588
Poush 2080,312 MAKWANPUR,91
Poush 2080,304 DHADING,110
Poush 2080,610 SURKHET,303
Poush 2080,609 SALYAN,143
Poush 2080,410 PARBAT,31
Poush 2080,310 RAMECHHAP,40
Poush 2080,409 SYANGJA,170
Poush 2080,607 JAJARKOT,249
Poush 2080,101 TAPLEJUNG,47
Poush 2080,703 DARCHULA,41
Poush 2080,511 BANKE,354
Poush 2080,205 SARLAHI,844
Poush 2080,108 TERHATHUM,53
Poush 2080,502 ROLPA,255
Poush 2080,507 NAWALPARASI WEST,144
Poush 2080,307 BHAKTAPUR,50
Poush 2080,510 DANG,171
Poush 2080,405 KASKI,818
Poush 2080,702 BAJHANG,255
Poush 2080,504 GULMI,93
Poush 2080,401 GORKHA,50
Poush 2080,408 NAWALPARASI EAST,183
Poush 2080,313 CHITWAN,575
Poush 2080,106 BHOJPUR,14
Poush 2080,306 KATHMANDU,960
Poush 2080,505 ARGHAKHANCHI,45
Poush 2080,311 SINDHULI,195
Poush 2080,201 SAPTARI,263
Poush 2080,303 RASUWA,3
Poush 2080,113 SUNSARI,221
Poush 2080,406 LAMJUNG,87
Poush 2080,104 OKHALDHUNGA,58
Poush 2080,302 SINDHUPALCHOK,74
Poush 2080,503 PYUTHAN,83
Poush 2080,308 LALITPUR,73
Poush 2080,105 KHOTANG,45
Poush 2080,109 PANCHTHAR,45
Poush 2080,112 MORANG,647
Poush 2080,708 KAILALI,306
Poush 2080,107 DHANKUTA,23
Poush 2080,206 RAUTAHAT ,629
Poush 2080,606 DAILEKH,51
Poush 2080,508 RUPANDEHI,522
Poush 2080,501 RUKUM EAST,72
Poush 2080,110 ILAM,36
Poush 2080,509 KAPILBASTU,220
Poush 2080,506 PALPA,147
Poush 2080,202 SIRAHA,506
Poush 2080,Nepal,"15,304"
Poush 2080,6 Karnali Province,"1,111"
Poush 2080,3 Bagmati Province,"2,416"
Poush 2080,709 KANCHANPUR,162
Poush 2080,701 BAJURA,90
Poush 2080,204 MAHOTTARI,487
Poush 2080,114 UDAYAPUR,339
Poush 2080,707 ACHHAM,27
Poush 2080,705 DADELDHURA,66
Poush 2080,103 SOLUKHUMBU,12
Poush 2080,605 KALIKOT,56
Poush 2080,601 DOLPA,10
Poush 2080,102 SANKHUWASABHA,47
Poush 2080,203 DHANUSA,684
Poush 2080,411 BAGLUNG,83
Poush 2080,604 JUMLA,33
Poush 2080,4 Gandaki Province,"1,592"
Poush 2080,704 BAITADI,39
Poush 2080,706 DOTI,201
Poush 2080,404 MYAGDI,6
Poush 2080,608 RUKUM WEST,168
Poush 2080,207 BARA,317
Shrawan 2071,307 BHAKTAPUR,347
Shrawan 2071,607 JAJARKOT,323
Shrawan 2071,401 GORKHA,719
Shrawan 2071,202 SIRAHA,"2,050"
Shrawan 2071,102 SANKHUWASABHA,628
Shrawan 2071,305 NUWAKOT,767
Shrawan 2071,309 KAVREPALANCHOK,"1,594"
Shrawan 2071,204 MAHOTTARI,"1,722"
Shrawan 2071,111 JHAPA,"1,534"
Shrawan 2071,6 Karnali Province,"5,906"
Shrawan 2071,510 DANG,"1,952"
Shrawan 2071,301 DOLAKHA,261
Shrawan 2071,110 ILAM,249
Shrawan 2071,108 TERHATHUM,464
Shrawan 2071,608 RUKUM WEST,662
Shrawan 2071,2 Madhesh Province,"10,332"
Shrawan 2071,203 DHANUSA,"1,937"
Shrawan 2071,7 Sudurpashchim Province,"8,027"
Shrawan 2071,207 BARA,951
Shrawan 2071,704 BAITADI,514
Shrawan 2071,504 GULMI,"1,332"
Shrawan 2071,411 BAGLUNG,"1,335"
Shrawan 2071,407 TANAHU,784
Shrawan 2071,3 Bagmati Province,"9,039"
Shrawan 2071,114 UDAYAPUR,670
Shrawan 2071,208 PARSA,800
Shrawan 2071,507 NAWALPARASI WEST,"1,212"
Shrawan 2071,707 ACHHAM,508
Shrawan 2071,709 KANCHANPUR,"1,624"
Shrawan 2071,602 MUGU,52
Shrawan 2071,306 KATHMANDU,"1,787"
Shrawan 2071,402 MANANG,6
Shrawan 2071,410 PARBAT,463
Shrawan 2071,311 SINDHULI,747
Shrawan 2071,506 PALPA,"1,499"
Shrawan 2071,205 SARLAHI,"1,184"
Shrawan 2071,308 LALITPUR,304
Shrawan 2071,112 MORANG,"1,313"
Shrawan 2071,312 MAKWANPUR,464
Shrawan 2071,105 KHOTANG,536
Shrawan 2071,603 HUMLA,86
Shrawan 2071,406 LAMJUNG,399
Shrawan 2071,101 TAPLEJUNG,250
Shrawan 2071,107 DHANKUTA,531
Shrawan 2071,302 SINDHUPALCHOK,453
Shrawan 2071,104 OKHALDHUNGA,372
Shrawan 2071,403 MUSTANG,33
Shrawan 2071,408 NAWALPARASI EAST,508
Shrawan 2071,502 ROLPA,853
Shrawan 2071,103 SOLUKHUMBU,209
Shrawan 2071,405 KASKI,"1,686"
Shrawan 2071,4 Gandaki Province,"7,590"
Shrawan 2071,702 BAJHANG,597
Shrawan 2071,601 DOLPA,62
Shrawan 2071,303 RASUWA,68
Shrawan 2071,113 SUNSARI,511
Shrawan 2071,701 BAJURA,622
Shrawan 2071,501 RUKUM EAST,204
Shrawan 2071,705 DADELDHURA,943
Shrawan 2071,201 SAPTARI,510
Shrawan 2071,106 BHOJPUR,602
Shrawan 2071,511 BANKE,"1,276"
Shrawan 2071,604 JUMLA,73
Shrawan 2071,606 DAILEKH,"1,250"
Shrawan 2071,509 KAPILBASTU,"1,182"
Shrawan 2071,404 MYAGDI,252
Shrawan 2071,Nepal,"63,788"
Shrawan 2071,313 CHITWAN,"1,027"
Shrawan 2071,1 Koshi Province,"8,150"
Shrawan 2071,503 PYUTHAN,"1,162"
Shrawan 2071,512 BARDIYA,"1,805"
Shrawan 2071,706 DOTI,447
Shrawan 2071,109 PANCHTHAR,281
Shrawan 2071,605 KALIKOT,148
Shrawan 2071,5 Lumbini Province,"14,744"
Shrawan 2071,409 SYANGJA,"1,405"
Shrawan 2071,304 DHADING,777
Shrawan 2071,505 ARGHAKHANCHI,826
Shrawan 2071,508 RUPANDEHI,"1,441"
Shrawan 2071,708 KAILALI,"2,520"
Shrawan 2071,703 DARCHULA,252
Shrawan 2071,206 RAUTAHAT ,"1,178"
Shrawan 2071,610 SURKHET,"2,167"
Shrawan 2071,609 SALYAN,"1,083"
Shrawan 2071,310 RAMECHHAP,443
Shrawan 2072,603 HUMLA,97
Shrawan 2072,512 BARDIYA,"1,193"
Shrawan 2072,1 Koshi Province,"8,363"
Shrawan 2072,706 DOTI,209
Shrawan 2072,407 TANAHU,680
Shrawan 2072,208 PARSA,556
Shrawan 2072,709 KANCHANPUR,888
Shrawan 2072,114 UDAYAPUR,487
Shrawan 2072,707 ACHHAM,452
Shrawan 2072,605 KALIKOT,102
Shrawan 2072,3 Bagmati Province,"8,800"
Shrawan 2072,5 Lumbini Province,"11,228"
Shrawan 2072,608 RUKUM WEST,581
Shrawan 2072,606 DAILEKH,"1,165"
Shrawan 2072,511 BANKE,747
Shrawan 2072,705 DADELDHURA,"1,302"
Shrawan 2072,2 Madhesh Province,"8,717"
Shrawan 2072,604 JUMLA,102
Shrawan 2072,7 Sudurpashchim Province,"6,391"
Shrawan 2072,501 RUKUM EAST,303
Shrawan 2072,509 KAPILBASTU,"1,208"
Shrawan 2072,Nepal,"55,526"
Shrawan 2072,404 MYAGDI,176
Shrawan 2072,411 BAGLUNG,"1,127"
Shrawan 2072,704 BAITADI,575
Shrawan 2072,307 BHAKTAPUR,201
Shrawan 2072,103 SOLUKHUMBU,347
Shrawan 2072,403 MUSTANG,8
Shrawan 2072,302 SINDHUPALCHOK,587
Shrawan 2072,408 NAWALPARASI EAST,683
Shrawan 2072,6 Karnali Province,"5,210"
Shrawan 2072,204 MAHOTTARI,"1,693"
Shrawan 2072,111 JHAPA,"1,365"
Shrawan 2072,702 BAJHANG,754
Shrawan 2072,305 NUWAKOT,651
Shrawan 2072,202 SIRAHA,"1,138"
Shrawan 2072,301 DOLAKHA,340
Shrawan 2072,110 ILAM,140
Shrawan 2072,510 DANG,"1,685"
Shrawan 2072,410 PARBAT,281
Shrawan 2072,506 PALPA,703
Shrawan 2072,602 MUGU,67
Shrawan 2072,308 LALITPUR,"1,338"
Shrawan 2072,402 MANANG,14
Shrawan 2072,112 MORANG,"2,281"
Shrawan 2072,105 KHOTANG,458
Shrawan 2072,312 MAKWANPUR,335
Shrawan 2072,101 TAPLEJUNG,283
Shrawan 2072,311 SINDHULI,974
Shrawan 2072,107 DHANKUTA,359
Shrawan 2072,406 LAMJUNG,371
Shrawan 2072,504 GULMI,929
Shrawan 2072,708 KAILALI,"1,368"
Shrawan 2072,109 PANCHTHAR,225
Shrawan 2072,205 SARLAHI,"1,476"
Shrawan 2072,507 NAWALPARASI WEST,666
Shrawan 2072,306 KATHMANDU,"1,351"
Shrawan 2072,106 BHOJPUR,556
Shrawan 2072,203 DHANUSA,"1,383"
Shrawan 2072,207 BARA,866
Shrawan 2072,313 CHITWAN,596
Shrawan 2072,701 BAJURA,474
Shrawan 2072,502 ROLPA,812
Shrawan 2072,104 OKHALDHUNGA,362
Shrawan 2072,401 GORKHA,669
Shrawan 2072,4 Gandaki Province,"6,817"
Shrawan 2072,607 JAJARKOT,315
Shrawan 2072,405 KASKI,"1,899"
Shrawan 2072,113 SUNSARI,506
Shrawan 2072,102 SANKHUWASABHA,613
Shrawan 2072,303 RASUWA,55
Shrawan 2072,201 SAPTARI,656
Shrawan 2072,108 TERHATHUM,381
Shrawan 2072,309 KAVREPALANCHOK,922
Shrawan 2072,601 DOLPA,454
Shrawan 2072,508 RUPANDEHI,"1,605"
Shrawan 2072,505 ARGHAKHANCHI,551
Shrawan 2072,206 RAUTAHAT ,949
Shrawan 2072,703 DARCHULA,369
Shrawan 2072,304 DHADING,817
Shrawan 2072,503 PYUTHAN,826
Shrawan 2072,409 SYANGJA,909
Shrawan 2072,310 RAMECHHAP,633
Shrawan 2072,609 SALYAN,823
Shrawan 2072,610 SURKHET,"1,504"
Shrawan 2073,705 DADELDHURA,742
Shrawan 2073,402 MANANG,22
Shrawan 2073,604 JUMLA,103
Shrawan 2073,506 PALPA,"1,660"
Shrawan 2073,703 DARCHULA,498
Shrawan 2073,3 Bagmati Province,"11,805"
Shrawan 2073,609 SALYAN,"1,466"
